"source_id","title","authority","source_type","original_url","final_url","official_domain","official_domain_verified","http_status","access_status","response_method","content_type","https","redirected","verification_status","classification","relation_check","keyword_hits","notes","reason","verification_date","checked_at","last_verified","manual_check_required","legal_review_required","affected_results","affected_count"
"SRC-BALADY-COMMERCIAL-INQUIRY","استعلام عن رخصة نشاط تجاري","وزارة البلديات والإسكان — بلدي","GENERAL_GOVERNMENT_INFORMATION","https://apps.balady.gov.sa/Eservices/Inquiries/vocational","https://apps.balady.gov.sa/Eservices/Inquiries/vocational","apps.balady.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","4","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-21","NO","NO","R-BALADY-LICENSE-INQUIRY","1"
"SRC-BFC-CLAIM","طريقة تقديم الدعوى والخدمات الإلكترونية","الأمانة العامة للجان المنازعات والمخالفات المصرفية والتمويلية","GENERAL_GOVERNMENT_INFORMATION","https://www.bfc.gov.sa/ar-sa/eServices/pages/appellatecommittee.aspx","https://www.bfc.gov.sa/ar-sa/eServices/pages/appellatecommittee.aspx","www.bfc.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","3","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-14","NO","NO","R-SP-BANKING-COMMITTEE","1"
"SRC-BOE-REAL-ESTATE-BROKERAGE","نظام الوساطة العقارية","الهيئة العامة للعقار","LEGAL_SOURCE","https://rega.gov.sa/الأنظمة-والقرارات/الأنظمة-واللوائح-والأدلة/الأنظمة/نظام-الوساطة-العقارية/","https://rega.gov.sa/%D8%A7%D9%84%D8%A3%D9%86%D8%B8%D9%85%D8%A9-%D9%88%D8%A7%D9%84%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA/%D8%A7%D9%84%D8%A3%D9%86%D8%B8%D9%85%D8%A9-%D9%88%D8%A7%D9%84%D9%84%D9%88%D8%A7%D8%A6%D8%AD-%D9%88%D8%A7%D9%84%D8%A3%D8%AF%D9%84%D8%A9/%D8%A7%D9%84%D8%A3%D9%86%D8%B8%D9%85%D8%A9/%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D9%88%D8%B3%D8%A7%D8%B7%D8%A9-%D8%A7%D9%84%D8%B9%D9%82%D8%A7%D8%B1%D9%8A%D8%A9/","rega.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","2","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-18","NO","NO","","0"
"SRC-CIV-CLAIM","صحيفة دعوى","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","https://moj.gov.sa/ar/eServices/Pages/928b8f02-19a7-482b-ba0e-29a151d9a900.aspx","moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","2","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-23","NO","NO","","0"
"SRC-CIV-TRIP","رحلة القضية في وزارة العدل","وزارة العدل","GENERAL_GOVERNMENT_INFORMATION","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","https://www.moj.gov.sa/ar/Ministry/Pages/CaseTripInMOJ.aspx","www.moj.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","3","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-23","NO","NO","","0"
"SRC-CST-ESCALATE","تصعيد شكاوى الاتصالات","هيئة الاتصالات والفضاء والتقنية","OFFICIAL_SERVICE_PAGE","https://www.cst.gov.sa/services/Telecom-Complaints-Escalation","https://www.cst.gov.sa/services/Telecom-Complaints-Escalation","www.cst.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","3","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-15","NO","NO","R-SP-CST-FIRST-COMPLAINT | R-SP-CST-WAIT-PROVIDER | R-SP-CST-ESCALATE | R-SP-CST-DEADLINE-CHECK","4"
"SRC-GOSI-COMPLAINT","تقديم شكوى","المؤسسة العامة للتأمينات الاجتماعية","OFFICIAL_SERVICE_PAGE","https://beta.gosi.gov.sa/ar/services/individual-services/Make-a-complaint","https://beta.gosi.gov.sa/ar/services/individual-services/Make-a-complaint","beta.gosi.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","2","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-16","NO","NO","R-GOSI-SERVICE-COMPLAINT","1"
"SRC-GOSI-CONTRIB","خدمات المشترك ومدد الاشتراك","المؤسسة العامة للتأمينات الاجتماعية","GENERAL_GOVERNMENT_INFORMATION","https://www.gosi.gov.sa/","https://www.gosi.gov.sa/","www.gosi.gov.sa","YES","206","HTTP_206","GET","text/html","YES","NO","ACTIVE","ACTIVE","NEEDS_MANUAL_CONTENT_CHECK","0","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-21","YES","NO","R-GOSI-CONTRIBUTION","1"
"SRC-GOSI-DISABILITY-APPEAL","استئناف قرار العجز","المؤسسة العامة للتأمينات الاجتماعية","LEGAL_SOURCE","https://beta.gosi.gov.sa/ar/services/individual-services/Appeal_The_Disability_Decision_","https://beta.gosi.gov.sa/ar/services/individual-services/Appeal_The_Disability_Decision_","beta.gosi.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","3","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-16","NO","NO","R-GOSI-DISABILITY-APPEAL","1"
"SRC-GOSI-OCC","الأخطار المهنية","المؤسسة العامة للتأمينات الاجتماعية","GENERAL_GOVERNMENT_INFORMATION","https://www.gosi.gov.sa/","https://www.gosi.gov.sa/","www.gosi.gov.sa","YES","206","HTTP_206","GET","text/html","YES","NO","ACTIVE","ACTIVE","NEEDS_MANUAL_CONTENT_CHECK","0","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-21","YES","NO","R-GOSI-INJURY","1"
"SRC-GOSI-PENSION","خدمات المعاشات والتقاعد","المؤسسة العامة للتأمينات الاجتماعية","GENERAL_GOVERNMENT_INFORMATION","https://www.gosi.gov.sa/","https://www.gosi.gov.sa/","www.gosi.gov.sa","YES","206","HTTP_206","GET","text/html","YES","NO","ACTIVE","ACTIVE","NEEDS_MANUAL_CONTENT_CHECK","0","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-21","YES","NO","R-GOSI-PENSION","1"
"SRC-GOSI-REGISTRATION","شكوى على سعودة وهمية (للمشترك) المربوطة بالتفتيش الإلكتروني","التأمينات الاجتماعية","OFFICIAL_SERVICE_PAGE","https://www.gosi.gov.sa/GOSIOnline/Registration","https://www.gosi.gov.sa/GOSIOnline/Registration","www.gosi.gov.sa","YES","200","HTTP_200","GET","text/html; charset=UTF-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","7","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-21","NO","NO","R-GOSI-FICTITIOUS","1"
"SRC-GOSI-REVIEW-BIZ","طلب التماس / اعتراض بشأن قرار متخذ من المؤسسة — أصحاب العمل","المؤسسة العامة للتأمينات الاجتماعية","LEGAL_SOURCE","https://beta.gosi.gov.sa/ar/services/business/Review_Decision2","https://beta.gosi.gov.sa/ar/services/business/Review_Decision2","beta.gosi.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","8","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-16","NO","NO","R-GOSI-REVIEW-BIZ","1"
"SRC-GOSI-SANED","نظام التأمين ضد التعطل عن العمل (ساند)","التأمينات الاجتماعية","LEGAL_SOURCE","https://beta.gosi.gov.sa/ar/saned","https://beta.gosi.gov.sa/ar/saned","beta.gosi.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","4","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-21","NO","NO","R-GOSI-SANED-APPLY","1"
"SRC-GOSI-SANED-EXEMPTION","خدمة طلب الإعفاء من مهلة ساند","التأمينات الاجتماعية","OFFICIAL_SERVICE_PAGE","https://beta.gosi.gov.sa/ar/services/individual-services/RequestExcemption","https://beta.gosi.gov.sa/ar/services/individual-services/RequestExcemption","beta.gosi.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","3","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-21","NO","NO","R-GOSI-SANED-EXEMPTION","1"
"SRC-GOSI-SANED-RESUME","خدمة استئناف صرف تعويضات التعطل عن العمل","التأمينات الاجتماعية","OFFICIAL_SERVICE_PAGE","https://beta.gosi.gov.sa/ar/services/individual-services/Resumption_of_unemployment_compensation_payments","https://beta.gosi.gov.sa/ar/services/individual-services/Resumption_of_unemployment_compensation_payments","beta.gosi.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","4","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-21","NO","NO","R-GOSI-SANED-RESUME","1"
"SRC-HRSD-ABSENCE-DOMESTIC-2026","الوزارة تطلق خدمة الانقطاع عن العمل للعمالة المساندة عبر مساند","وزارة الموارد البشرية والتنمية الاجتماعية","OFFICIAL_SERVICE_PAGE","https://www.hrsd.gov.sa/media-center/news/خدمة-الانقطاع-عن-العمل","https://www.hrsd.gov.sa/media-center/news/%D8%AE%D8%AF%D9%85%D8%A9-%D8%A7%D9%84%D8%A7%D9%86%D9%82%D8%B7%D8%A7%D8%B9-%D8%B9%D9%86-%D8%A7%D9%84%D8%B9%D9%85%D9%84","www.hrsd.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","5","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-21","NO","NO","R-DOMESTIC-ABSENCE","1"
"SRC-HRSD-ABSENCE-PRIVATE","الدليل الإجرائي لإنهاء العلاقة التعاقدية — لمن ليس لديه عقد عمل موثق إلكترونيًا","وزارة الموارد البشرية والتنمية الاجتماعية","OFFICIAL_PROCEDURAL_GUIDE","https://www.hrsd.gov.sa/knowledge-centre/decisions-and-regulations/regulation-and-procedures/الدليل-الإجرائي-لإنهاء-العلاقة-التعاقدية-لمن-ليس","https://www.hrsd.gov.sa/knowledge-centre/decisions-and-regulations/regulation-and-procedures/%D8%A7%D9%84%D8%AF%D9%84%D9%8A%D9%84-%D8%A7%D9%84%D8%A5%D8%AC%D8%B1%D8%A7%D8%A6%D9%8A-%D9%84%D8%A5%D9%86%D9%87%D8%A7%D8%A1-%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D9%82%D8%A9-%D8%A7%D9%84%D8%AA%D8%B9%D8%A7%D9%82%D8%AF%D9%8A%D8%A9-%D9%84%D9%85%D9%86-%D9%84%D9%8A%D8%B3","www.hrsd.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","8","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-21","NO","NO","","0"
"SRC-HRSD-DOMESTIC-COMPLAINTS","مساند قناة موحدة لشكاوى عقود التوسط في الاستقدام","وزارة الموارد البشرية والتنمية الاجتماعية","GENERAL_GOVERNMENT_INFORMATION","https://www.hrsd.gov.sa/knowledge-centre/decisions-and-regulations/ministerial-decisions/845688","https://www.hrsd.gov.sa/knowledge-centre/decisions-and-regulations/ministerial-decisions/845688","www.hrsd.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","6","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-20","NO","NO","R-DOMESTIC-RECRUIT-COMPLAINT","1"
"SRC-HRSD-DOMESTIC-DOC","التوثيق الإلكتروني لعقود العمالة المنزلية","وزارة الموارد البشرية والتنمية الاجتماعية","OFFICIAL_SERVICE_PAGE","https://www.hrsd.gov.sa/ministry-services/services/833342","https://www.hrsd.gov.sa/ministry-services/services/833342","www.hrsd.gov.sa","YES","200","HTTP_200","GET","text/html; charset=utf-8","YES","NO","ACTIVE","ACTIVE","LIKELY_RELEVANT","5","الرابط يعمل على HTTPS ونطاق رسمي.","الرابط يعمل على HTTPS ونطاق رسمي.","2026-09-23","2026-09-23T16:42:50.176Z","2026-09-23","NO","NO","R-DOMESTIC-DOC","1"
